Title,Id,Trailer Link,Director,Cast,genre_ids,Genre,Budget,Revenue,Overview,Homepage,Year,Runtime,Popularity,Adult,Release_Date,Original_Title,Original_Language,Tagline,Vote_Average,Vote_Count
Aaghaaz,365763,,Yogesh Ishwar,"['Suniel Shetty', 'Sushmita Sen', 'Namrata Shirodkar', 'Suman Ranganathan', 'Anupam Kher', 'Gulshan Grover', 'Asrani']",,,0,0,"After putting together his life once again from a traumatic experience in his past; Govind Narang accompanied by his sister Rattna comes to reside in Azad Nagar, Bombay. He cannot stand injustice in any shape and form; this brings him into enmity with a gangster Johnny and his younger brother Danny Handsome. Obstructed by the interference into their criminal activities Johnny and his gang brutally beats up Govind leaving him to die and sexually molest Rattna in broad-daylight.",,2000,0,1.247,False,2000-10-06,Aaghaaz,hi,,1.333,3
Aaj Ka Ravan,272287,,Imran Khalid,"['Mithun Chakraborty', 'Gajendra Chouhan']",,,0,0,A series of unfortunate events plague journalist Shanti after a fellow journalist is shot to death on her doorstep,,2000,125,0.871,False,2000-09-29,Aaj Ka Ravan,hi,,10.0,1
Anjaane,306132,,,[],,,0,0,Bollywood 2000,,2000,0,0.6,False,2000-01-01,Anjaane,en,,0.0,0
Anokha Moti,948106,,Tapan Sinha,"['Arjun Chakraborty', 'Masood Akhtar', 'Nayab Aftab', 'Radhika Jajodia']",,,0,0,Incomplete Tapan Sinha Film,,,0,0.6,False,,Anokha Moti,hi,,0.0,0
Apradhi Kaun?,413278,,Asit Sen,"['Abhi Bhattacharya', 'Mala Sinha', 'Gajanan Jagirdar', 'Paul Mahendra', 'Dhumal']",,"Thriller, Mystery, Drama",0,0,"A wealthy man, suspected of murder, is killed before he can be arrested. Everyone in his household is under suspicion. A private investigator looks into the case and finds himself falling in love with one of the suspects.",,1957,131,0.912,False,1957-08-16,अपराधी कौन?,hi,,8.0,1
Astitva,97356,,Mahesh Manjrekar,"['Tabu', 'Sachin Khedekar', 'Ravindra Mankani', 'Smita Jaykar', 'Mohnish Behl', 'Sunil Barve', 'Namrata Shirodkar', 'Kishore Nandlaskar']",,,0,0,"Astitva is a bold film with adultery. An ambitious male chauvinist and his loving wife are happily married but the guy is not able to give time to the family as he want to make it big in life. His work is of paramount importance to him. His work keeps him away from his home for days and this makes the wife very lonely. In one such instance, she succumbs to loneliness and has a physical relationship with her music teacher and becomes pregnant. She tries confessing to her husband, but he is so excited about her pregnancy, that he does not listen to her story. Twenty Five years later, circumstances force the suspicious husband's mind to work overtime and confronts his wife with facts and figures that when she was pregnant, he had not had any physical relationship with her for more than 9 months before the child's birth. Then whose child is it? The wife accepts it and ask for forgiveness...",,2000,109,1.61,False,2000-10-06,अस्तित्व,hi,Is a Woman's Destiny... A Man,5.9,5
Baaghi,391629,https://www.youtube.com/watch?v=8HQIKJBUsQk,Sabbir Khan,"['Tiger Shroff', 'Shraddha Kapoor', 'Sunil Grover', 'Sudheer Babu', 'Saurav Chakrabarti', 'Sanjay Mishra', 'Shaurya Bharadwaj', 'Kota Srinivasa Rao', 'Sumit Gulati', 'Ron Smoorenburg', 'Jason Tham', 'Aryan Prajapati']",,"Action, Thriller, Romance",5103000,17377000,"Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.",,2016,133,12.704,False,2016-04-29,बाघी,hi,Be a Rebel,6.5,97
Badal,302443,,,"['Sheikh Mukhtar', 'Sanjeev Kumar', 'L. Vijayalakshmi', 'Helen', 'Shammi', 'Ratnamala']",,,0,0,"1966 film starring Sanjeev Kumar, L. Vijayalakshmi and Sheikh Mukhtar",,1966,0,0.6,False,1966-01-01,Badal,en,,0.0,0
My Little Devil,239582,,Gopi Desai,[],,"Drama, Family",0,0,,,1999,87,0.621,False,1999-11-25,Bas Yaari Rakho,hi,,5.0,1
Bawandar,80064,,,"['Nandita Das', 'Raghubir Yadav', 'Deepti Naval', 'Rahul Khanna', 'Laila Rouass', 'Govind Namdeo']",,,0,0,"Shoba T. Mathur works for the Central Government in India and her job is to create awareness against child-marriage and other social evils that prevail due to general misinterpretation of the Hindu Shastras that demean women, particularly in Dhabri, a village in the state of Rajasthan. She does succeed in recruiting a young housewife, Saanvri, the mother of a young girl, Kamli, and wife of rickshaw driver, Sohan. Saanvri goes around the village raising awareness, and incurs the wrath of the village elders, mostly members of the Gujjar family.",,2000,0,0.983,False,2000-11-17,Bawandar,hi,,6.0,3
Beti No. 1,271484,,Rama Rao Tatineni,"['Govinda', 'Rambha', 'Aruna Irani', 'Prem Chopra', 'Laxmikant Berde', 'Ashok Saraf', 'Johnny Lever', 'Guddi Maruti', 'Mohan Joshi', 'Rakesh Bedi']",,"Comedy, Drama, Family, Romance",0,0,"This warmhearted comedy takes place in a household completely dominated by Durga Bhatnagar, an imposing matriarch who's desperate for a grandson and heir.",,2000,142,0.923,False,2000-11-10,Beti No. 1,hi,,3.5,4
Bhai Thakur,401765,,Raja,"['Dharmendra', 'Dinesh Hingoo', 'Shakti Kapoor', 'Roma Navani', 'Amit Pachori', 'Shiva Rindani', 'Pooja Roy']",,Drama,0,0,"Gajendra Singh lives a wealthy lifestyle in a village in India. He has never attended school and as a result does not know how to read or write in Hindi nor English. His marriage is arranged with equally wealthy Janki, the sister of Thakur Diwan and Ranjit Singh. On Hanuman Jayanti they get married but Janki is not happy and decides to leave her husband. Gajendra searches for her but when he hears that she is dead, decides to seal the Hanuman Mandir doors and remain single.",,2000,118,0.6,False,2000-06-11,Bhai Thakur,hi,,0.0,0
Bichhoo,232496,,Guddu Dhanoa,"['Bobby Deol', 'Rani Mukerji', 'Malaika Arora', 'Ashish Vidhyarthi', 'Farida Jalal']",,"Action, Crime, Thriller",0,0,"Jeeva is a small-time criminal who treasures his solitude, but perky girl-next-door Rani works hard to befriend her sullen neighbor. He rebuffs all her advances -- until a gang of criminals kills Rani's family. In a gross miscarriage of justice, the criminals are set free. Jeeva's sympathy for Rani quickly turns into feelings of love, and to prove his affection, he trains Rani as a weapons expert so she can avenge her murdered family.",,2000,160,3.725,False,2000-07-07,बिच्छू,hi,,5.3,12
Billa No. 786,694072,,,[],,,0,0,"Billa No 786 is the story of Shankar who had promised his dying mother that he would marry her friends daughter Pinky and thus fulfill her dream. After his mother's death along with sister (Kavita) and his dear monkey he went to look for his mother's sister to Rampur. there he meets Siddhu (Sidharth Dhavan). Siddhu takes Shankar to Flora Aunty's (Zubeida) locality to live there, with the help of the local people he gets a job of a coolie and with his good fortune he gets the Billa No. 786.One day he meets the rich girl Pinky (Rutika) who hates the poor. Dhankeshwar (Mohan Joshi), the owner of the basti , hates Shankar and tries different tricks to trap Shankar and to empty the locality. One day Dhankeshwar succeeds and Shankar is trapped. Does Dhankeshwar succeeds in vacating the locality and building a 5-star hotel? Does Shankar succeed in breaking Rutik's pride and fulfill his mother's dream?",,2000,0,0.6,False,2000-01-01,Billa No. 786,en,,0.0,0
Bulandi,137164,,Rama Rao Tatineni,"['Anil Kapoor', 'Rekha', 'Raveena Tandon', 'Rajinikanth', 'Shakti Kapoor', 'Aruna Irani', 'Ranjeet', 'Paresh Rawal', 'Sadashiv Amrapurkar', 'Kulbhushan Kharbanda', 'Harish Kumar']",,Drama,0,0,A noble family presides over a small town in India.,,2000,175,4.022,False,2000-01-07,Bulandi,hi,,7.0,5
Chal Mere Bhai,161221,,David Dhawan,"['Salman Khan', 'Sanjay Dutt', 'Karisma Kapoor', 'Dalip Tahil', 'Shakti Kapoor', 'Sonali Bendre', 'Twinkle Khanna', 'Nagma', 'Javed Khan', 'Shiva Rindani']",,"Romance, Comedy",0,0,"The wealthy Oberoi family consists of dad, Balraj, his mother, and two sons, namely Vicky and Prem. Vicky is in love with a beautiful young woman...",,2000,136,4.791,False,2000-05-04,Chal Mere Bhai,hi,,5.182,22
Champion,25918,https://www.youtube.com/watch?v=X7oATzBCJ_E,Mark Robson,"['Kirk Douglas', 'Marilyn Maxwell', 'Arthur Kennedy', 'Paul Stewart', 'Ruth Roman', 'Lola Albright', 'Luis van Rooten', 'Harry Shannon', 'John Daheim', 'Ralph Sanford', 'Esther Howard', 'Bill Baldwin', 'Sam Balter', 'Don Brodie', 'Ralph Brooks', 'Mushy Callahan', 'Sayre Dearing', 'Paul Dubov', 'Jimmie Dundee', 'Joe Gray', 'Chuck Hamilton', 'Mike Lally', 'Hal March', 'George Meader', 'Ralph Montgomery', 'Forbes Murray', 'Tim Ryan', 'Court Shepard', 'Charles Sherlock', 'Hilda Simms', 'Charles Sullivan']",,Drama,600000,2500000,"An unscrupulous boxer fights his way to the top, but eventually alienates all of the people who helped him on the way up.",,1949,99,6.057,False,1949-04-09,Champion,en,"Fighting or loving, he was the... CHAMPION",6.6,75
Deewane,363105,,Harry Baweja,"['Ajay Devgn', 'Mahima Chaudhry', 'Urmila Matondkar', 'Paresh Rawal', 'Gulshan Grover', 'Johnny Lever', 'Shivaji Satham']",,,0,0,"Policeman Vishal is shot when his boss bungles a raid on a boat. To avoid the wrath of Vishal's family, his boss hires a lookalike to stop their suspicions. But when the policeman's girlfriend Sapna falls in love with the 'new' Vishal, all sorts of trouble is caused. Watch as events unfold itself and what a negative impact this will have on Vishaul's family.",,2000,0,2.105,False,2000-08-11,Deewane,hi,,5.2,4
Dhadkan,35064,,Dharmesh Darshan,"['Akshay Kumar', 'Shilpa Shetty Kundra', 'Suniel Shetty', 'Mahima Chaudhry', 'Sushma Seth', 'Parmeet Sethi', 'Manjeet Kullar', 'Kiran Kumar', 'Anjana Mumtaz', 'Neeraj Vora', 'Sharmila Tagore', 'Anupam Kher']",,"Drama, Romance",0,0,"Dhadkan is about Anjali (Shilpa Shetty) who is a girl that hails from an extremely rich and influential family. Her father Mr. Chauhan (Kiran Kumar) is a renowned businessman and has many dreams for his daughter. But Anjali is in love with Dev (Sunil Shetty) who is very poor & often cannot even afford to clothe himself properly. Dev also loves Anjali, wants to marry her so has to meet her father.",,2000,171,3.047,False,2000-08-11,Dhadkan,hi,,6.767,29
H2O,343151,,,"['Upendra', 'Priyanka Upendra', 'Prabhu Deva', 'Bank Janardhan', 'Sadhu Kokila', 'Babu Mohan']",,,0,0,A 2002 Kannada film.,,2002,0,0.991,False,2002-03-29,ಹೆಚ್ ೨ ಓ,kn,,7.0,1
Dil Pe Mat Le Yaar!!,617026,,Hansal Mehta,"['Tabu', 'Manoj Bajpayee', 'Aditya Srivastava', 'Saurabh Shukla', 'Divya Jagdale', 'Kishore Kadam', 'Vijay Raaz', 'Harsh Chhaya', 'Prithvi Zutshi', 'Gajraj Rao', 'Anupam Shyam', 'Kashmera Shah']",,"Comedy, Drama, Crime",0,0,"Takes a slightly different look at various layers of life in a city like Mumbai through the eyes of Ram Saran (Manoj Bajpai), a garage mechanic who hails from a small town. The film is also about his interaction with the different layers of society that is prevalent in the city.",,2000,148,0.6,False,2000-09-29,Dil Pe Mat Le Yaar!!,hi,,0.0,0
Yugpurush Dr. Babasaheb Ambedkar,673634,,,[],,,0,0,Marathi Movie on Dr. Babasaheb Ambedkar,,1993,2,0.6,False,1993-01-01,Yugpurush Dr. Babasaheb Ambedkar,mr,Yugpurush Dr. Babasaheb Ambedkar,0.0,0
Dulhan Hum Le Jayenge,161223,,David Dhawan,"['Salman Khan', 'Karisma Kapoor', 'Om Puri', 'Paresh Rawal', 'Anupam Kher', 'Deepak Tijori', 'Kader Khan', 'Satish Kaushik', 'Johnny Lever', 'Kashmera Shah', 'Farida Jalal', 'Himani Shivpuri', 'Dara Singh', 'Rakesh Bedi', 'Usha Bachani']",,"Comedy, Romance",0,0,"Sapna has lost her parents at an early age and lives with her three quirky uncles - Bhola Nath is a fitness freak, Prabhu Nath is a deeply religious fellow and Vicky Nath is a disco-savvy dude. Sapna is fed up of their quirks and runs away to Europe where she meets Raja. Her purse is stolen and hence she has to depend financially on Raja. During the course of the tour they fall in love after much bickering. When Raja comes to know that to marry Sapna he has to convince her three uncles for their support, he sets off on his mission.",,2000,141,2.485,False,2000-03-20,दुल्हन हम ले जाएँगे,hi,,5.545,23
Fiza,56666,,Khalid Mohammed,"['Hrithik Roshan', 'Karisma Kapoor', 'Jaya Bachchan', 'Neha', 'Bikram Saluja', 'Isha Koppikar', 'Asha Sachdev', 'Savita Prabhune', 'Manoj Bajpayee', 'Sushmita Sen']",,"Drama, Romance",1000000,623791,In 1993 Fiza's brother disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.,,2000,170,2.863,False,2000-09-08,फ़िज़ा,hi,In Search of her brother,6.152,23
Gaja Gamini,423976,,M. F. Husain,"['Madhuri Dixit', 'Tanvi Hegde', 'Naseeruddin Shah', 'Inder Kumar', 'Kalpana Pandit', 'Shabana Azmi', 'Shilpa Shirodkar', 'Farida Jalal', 'Ashish Vidhyarthi', 'Mohan Agashe', 'Shah Rukh Khan']",,"Drama, Fantasy",0,0,"A mysterious and beautiful woman, in her various incarnations, inspires artists throughout the ages.",,2000,122,1.305,False,2000-12-01,गज गामिनी,hi,,6.7,6
Gangs of Lagos,1104040,https://www.youtube.com/watch?v=TBLNplnMVzA,Jadesola Osiberu,"['Demi Banwo', 'Adesua Etomi-Wellington', 'Tobi Bakre', 'Adebowale Adedayo', 'Alabi Pasuma', 'Olarotimi Fakunle']",,Crime,0,0,"A group of friends who each have to navigate their own destiny, growing up on the bustling streets and neighborhood of Isale Eko, Lagos.",,2023,0,1439.826,False,2023-04-07,Gangs of Lagos,en,,5.6,24
Ambush,1075810,,Chhatrapal Ninawe,"['Jitendra Joshi', 'Milind Shinde', 'Janardan Kadam', 'Dhananjay Mandaokar', 'Suruchi Adarkar']",,Thriller,0,0,"An unsparing psychological portrait of the civil war that has been raging in central India for over 50 years. Set in the middle of the jungle, we see what happens to perpetrators and victims whose lives are marked by a constant proximity to violence and death.",,2023,126,0.908,False,2023-02-18,Ghaath,mr,,0.0,0
Hadh Kar Di Aapne,46385,,Manoj Agrawal,"['Govinda', 'Rani Mukerji', 'Johnny Lever', 'Paresh Rawal', 'Satish Kaushik', 'Helen Brodie', 'Gavin Packard']",,"Romance, Comedy",0,0,"Raj Malhotra (Raju) (Govinda), a detective, goes on a European trip to help his friend Sanjay Khanna (Nirmal Pandey) prove that his wife is having an extramarital affair. Khanna and his wife Anjali (Ritu Shivpuri) think that their counterpart is cheating on their relationship and each of them want proof to easily file for divorce. They stop living in the same house and believe their spouse has gone to Europe with their boyfriend/girlfriend. Anjali sends her friend (Rani Mukerji), who shares the same name, on this trip to get information regarding her husband. In a mix-up of different identities, Raju and Anjali fall in love and then, eventually, solve their misunderstandings.",,2000,134,3.083,False,2000-04-14,Hadh कर दी आपने,hi,A fun film.,5.3,13
Hamara Dil Aapke Paas Hai,75217,,Satish Kaushik,"['Anil Kapoor', 'Aishwarya Rai Bachchan', 'Sonali Bendre', 'Puru Raaj Kumar', 'Anupam Kher', 'Satish Kaushik', 'Mukesh Rishi', 'Jaspal Bhatti']",,Drama,0,0,"Inspired by the Telegu (southern Indian) film, ""Pelli Chuskundam,"" the plot follows the life of a rape victim (Aishwarya Rai). Now, a disgrace to her family, she is turned away from her house after the sexual assault. But she finds shelter in the character played by Anil Kapoor.",,2000,165,2.375,False,2000-08-24,Hamara Dil Aapke Paas Hai,hi,,5.318,11
Har Dil Jo Pyar Karega,157800,https://www.youtube.com/watch?v=eUTwR8Zvjac,Raj Kanwar,"['Salman Khan', 'Rani Mukerji', 'Preity Zinta', 'Neeraj Vora', 'Shakti Kapoor', 'Satish Shah', 'Vinay Pathak', 'Kamini Kaushal', 'Rajeev Verma', 'Razak Khan', 'Sana Saeed', 'Shashi Kiran', 'Sophiya Haque', 'Prithvi Zutshi']",,"Comedy, Drama",0,12000000,"Raj is a struggling singer chasing his dreams in Mumbai, India. One night, he rescues a girl, Pooja, from a car accident and takes her to the hospital. As she lies in a coma, her wealthy family assume that Raj is the man with whom their daughter eloped. Sensing opportunity, he assumes this new identity. When Pooja's best friend, Jahnvi, shows up, however, Raj starts to like her. After Pooja wakes up and falls for Raj, a tricky love triangle occurs.",,2000,168,5.062,False,2000-08-04,हर दिल जो प्यार करेगा,hi,Love can happen... anytime,5.6,34
Hari Bhari,410286,,Shyam Benegal,"['Rajit Kapoor', 'Rajeshwari Sachdev', 'Shabana Azmi', 'Nandita Das']",,,0,0,Family Planning issues in a Muslim Hyderabadi family struggling between new and old values,,2000,134,0.6,False,2000-01-07,Hari Bhari,en,,0.0,0
Hera Pheri,21614,,Priyadarshan,"['Akshay Kumar', 'Suniel Shetty', 'Paresh Rawal', 'Tabu', 'Gulshan Grover', 'Kulbhushan Kharbanda', 'Om Puri', 'Razak Khan', 'Kashmera Shah', 'Asrani', 'Mukesh Khanna', 'Dinesh Hingoo', 'Namrata Shirodkar', 'Snehal Dabi']",,"Comedy, Crime",0,0,"Three unemployed men find the answer to all their money problems when they receive a call from a kidnapper. However, things do not go as planned.",,2000,156,6.788,False,2000-03-31,Hera Pheri,hi,,7.0,201
Hey Ram,60579,https://www.youtube.com/watch?v=GKLvKk_uXzA,Kamal Haasan,"['Kamal Haasan', 'Shah Rukh Khan', 'Hema Malini', 'Rani Mukerji', 'Vasundhara Das', 'Naseeruddin Shah', 'Farida Jalal', 'Girish Karnad', 'Om Puri', 'Vikram Gokhale', 'Saurabh Shukla', 'Nassar', 'Atul Kulkarni', 'Sowcar Janaki', 'Abbas', 'Vaali', 'Iravati Harshe', 'V. S. Raghavan', 'Delhi Ganesh', 'Gollapudi Maruti Rao', 'Y. G. Mahendran', 'Vaiyapuri', 'Arun Bali', 'Shadaab Khan', 'Yatin Karyekar', 'Manoj Pahwa', 'Chandrahasan', 'Lewis Elbinger', 'Tushar Gandhi', 'Sharad Ponkshe', 'Shubhangi Gokhale', 'Annapoorna', 'Shruti Haasan', 'Arun Patekar', 'Raj Patra', 'Savar', 'Aravind Akash', 'Shabbir Ahmed', 'A. C. Murali Mohan', 'Nikita Aria']",,"History, Drama, Crime",3900000,4900000,Saketh Ram's wife is raped and killed during direct action day riots in Calcutta. He is convinced that Mahatma Gandhi is responsible for all the problems happening in the country. He sets out to kill him.,,2000,199,6.754,False,2000-02-18,ஹே ராம்,ta,An Experiment With Truth,6.5,36
Hum To Mohabbat Karega,325140,,Kundan Shah,"['Karisma Kapoor', 'Bobby Deol', 'Rohit Roy', 'Johnny Lever', 'Shakti Kapoor', 'Sadashiv Amrapurkar', 'Rajendra Gupta', 'Dalip Tahil', 'Raj Zutshi']",,"Romance, Thriller",0,0,"A man lies about being an eyewitness to a murder in order to spend time with a beautiful female reporter. Only now, he's wanted by those responsible for the killing.",,2000,148,1.271,False,2000-05-26,Hum To Mohabbat Karega,hi,A tickling romance. A thrilling mystery.,4.0,1
Jallad No. 1,633552,,Kanti Shah,"['Dharmendra', 'Shakti Kapoor', 'Razak Khan', 'Rami Reddy', 'Kiran Kumar']",,,0,0,"Shankar is an honest gentleman, who will never tolerate any injustice to any one. So when Shankar finds out that his police inspector friend, Arjun is killed he swears vengeance. Meanwhile another police inspector Dolkar, who has not been paid his ""hafta"" (weekly bribe), goes about to claim his money and teams up with He also meets up with Shirke. Shankar finds out that it is Dolkar who has killed Arjun, but proving the killing by a police inspector, especially a corrupt one, is going to be an uphill task for Shankar.",,2000,0,0.71,False,2000-12-22,Jallad No. 1,en,,0.0,0
Jis Desh Mein Ganga Rehta Hai,348762,,Mahesh Manjrekar,"['Govinda', 'Sonali Bendre', 'Rinke Khanna', 'Milind Gunaji', 'Reema Lagoo', 'Shakti Kapoor', 'Supriya Karnik', 'Himani Shivpuri', 'Rajendra Gupta', 'Ankush Chaudhari', 'Kishore Nandlaskar', 'Anand Abhyankar', 'Nandu Madhav', 'Shivaji Satham']",,"Comedy, Drama, Family",0,0,"Gangaram alias Ganga has been raised by his foster parents who reside in the village thus he gets accustom to village life. 24 years later his birth parents multi-millionaire Avinash and his wife Radha comes to ask him to move into their bungalow located in the city to which Ganga agrees and goes to bid farewell to his friends and girlfriend Saawni. While in the city Ganga is introduced to his elder brother, Milind, his wife, Supriya, and his younger brother; Ganga finds it very hard to adjust to the city life and is often scuffed at. Avinash arranges his marriage with equally wealthy Tina to which he agrees although he is not comfortable with this marriage as he is still in love with Saawni; meanwhile Ganga's honest policy gets him and his new found family into further problems.",,2000,149,3.067,False,2000-10-13,Jis Desh Mein Ganga Rehta Hai,hi,,5.9,16
Joru ka Ghulam,232696,,Shakeel Noorani,"['Govinda', 'Twinkle Khanna', 'Kader Khan', 'Ashok Saraf', 'Ashish Vidhyarthi', 'Ali Asgar', 'Razak Khan', 'Rakhi Sawant', 'Johnny Lever']",,,0,0,"Dhaneshwar Pitamber, has four daughters. All the four daughters are not ready to marry, each one having their own reason. The daughters always play mischievous tricks on the one coming with a proposal of marriage, and their gang leader is the youngest daughter Durga. Kader Khan is so desperate to get his daughters married that he is ready to give a dowry of five crores to each son-in-law. Raja and Kanahaiya are small time con men at the airport. Raju Patel is an NRI from America who comes to India to get married to one of the daughters of Dhaneshwar.",,2000,162,3.483,False,2000-06-15,Joru ka Ghulam,hi,,6.222,9
Josh,646700,,Miles McCraw,[],,,0,0,"After learning about the LGBT community, Joshua decides to leave home on his Rumspringa. He arrives in the city and sets out to find Austin, the boy that told him about the community.",,2015,13,0.6,False,2015-04-23,Josh,en,,0.0,0
JUNG_E,843794,https://www.youtube.com/watch?v=v_Jc1MYFv5g,Yeon Sang-ho,"['Kang Soo-youn', 'Kim Hyun-joo', 'Ryu Kyung-soo', 'Uhm Ji-won', 'Lee Dong-hee', 'Han Woo-yeol', 'Lee Ga-kyung', 'Shin Min-jae', 'Kim Sun-hyuk', 'Lee Hyun-kyun', 'Park So-yi', 'Lee Seung-chan', 'Kim Tae-joon', 'Do Yong-gu', 'Hong Seok-bin', 'Jun Jung-il', 'Son Young-soon', 'Cha Young-ju', 'Cha Hee', 'Park So-eul']",,Science Fiction,0,0,"On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.",https://www.netflix.com/title/81465109,2023,98,507.252,False,2023-01-20,정이,ko,AI Combat Warrior Will be Unleashed.,6.268,437
Jungle,390062,https://www.youtube.com/watch?v=ADjYDl1RCGs,Greg McLean,"['Daniel Radcliffe', 'Thomas Kretschmann', 'Alex Russell', 'Joel Jackson', 'Yasmin Kassim', 'Luis Jose Lopez', 'Lily Sullivan', 'Jacek Koman', 'Angie Milliken', 'John Bluthal', 'Rodrigo Marulanda', 'Elias Granado', 'Miguel Angel Martinez', 'Cayam Ghinsberg', 'Brandon Membreno', 'Lucho Velasco', 'Obeida Benavides', 'Joey Vieira', 'Natasha Pruchniewicz', 'Kirra Gaskell', 'Cassandra Robinson', 'Ricardo Valencia', 'Manuel Ruiz', 'Ioulia Pakhomova', 'Nelson Camayo', 'Adrian Javier Perez', 'Claire Jones', 'Sara Ocampo', 'Henry Orozco', 'Paris Moletti']",,"Adventure, Drama, Thriller",0,1906640,"In 1981, an enthusiastic young adventurer follows his dreams into the Bolivian Amazon jungle with two friends and a guide with a mysterious past. Their journey quickly turns into a terrifying ordeal as the darkest elements of human nature and the deadliest threats of the wilderness lead to an all-out fight for survival.",http://www.momentumpictures.net/jungle,2017,115,29.521,False,2017-06-27,Jungle,en,Nature has only one law - Survival,6.579,1694
Kabrastan,477116,,Mohan Bhakri,"['Hemant Birje', 'Kamna', 'Javed Khan', 'Raza Murad', 'Kunickaa Sadanand', 'Jagdeep', 'Huma Khan', 'Daljit Kaur', 'Amjad Khan', 'Satish Kaul']",,Horror,0,0,"A married man has an affair with a married woman in this woman's house. When the woman's husband unexpectedly shows up with a bottle of acid, which he plans to throw on his wife's face, disfiguring her for life. The woman's lover quickly responds by taking out a gun and shooting at the bottle of acid, which is smashed and lands on the husband's face, disfiguring him. The man then shoots the husband, until he is dead. Both the woman and the man, bury the dead, disfigured body, and go about their respective tasks, not knowing that they have unleashed an unstoppable evil force that will spring forth to bring death and destruction to the man, his brothers, and his wife.",,1988,135,0.87,False,1988-06-10,Kabrastan,hi,,3.0,1
Kahin Pyaar Na Ho Jaaye,161219,https://www.youtube.com/watch?v=Cc21usGvBeY,K. Muralimohana Rao,"['Salman Khan', 'Rani Mukerji', 'Jackie Shroff', 'Raveena Tandon', 'Pooja Batra', 'Mohnish Behl', 'Kashmera Shah', 'Shakti Kapoor', 'Reema Lagoo', 'Inder Kumar', 'Madhur Mittal']",,"Romance, Family, Comedy",0,0,"Prem Kapoor, an aspiring popstar, lives with his elder sister, Neelu, and brother-in-law, Vinod. Prem is in love with Nisha and both hope to marry soon...",,2000,165,2.148,False,2000-11-17,कहीं प्यार न हो जाए,hi,...because marriages are made in heaven.,5.3,18
Kaho Naa... Pyaar Hai,16987,,Rakesh Roshan,"['Hrithik Roshan', 'Ameesha Patel', 'Anupam Kher', 'Dalip Tahil', 'Mohnish Behl', 'Ashish Vidhyarthi', 'Tanaaz Currim Irani', 'Johnny Lever', 'Satish Shah', 'Farida Jalal', 'Rajesh Tandon', 'Vrajesh Hirjee', 'Kamya Punjabi', 'Abhishek Sharma', 'Asha Patel', 'Ram Mohan', 'Jasveer Kaur']",,"Romance, Drama",0,0,Life is paradise for an upright young man and a sweet-natured girl until fate intervenes. Now they're separated by circumstances beyond their control.,,2000,172,10.709,False,2000-01-14,कहो ना प्यार है,hi,Believe In Love,6.762,105
The Raw Mango,432334,,Amol Palekar,"['Shilpa Navalkar', 'Yogita Deshmukh', 'Leena Bhagwat', 'Vasant Abaji Dahake', 'Nimish Kathale', 'Akshay Pendse', 'Atul Kulkarni', 'Mohan Gokhale', 'Sonali Kulkarni']",,,0,0,"Kairee narrates the sweet and sour experiences of a ten year old girl brought to her maternal aunt Taani's house due to the loss of her parents. The girl, uprooted from a secure and loving home, struggles to cope with hostilities in her new environment. Taanimausi, living a barren existence with a brute of a husband, tries single-handedly to preserve the child's innocence and sensitivity as together they face the unpleasantness of an adult world. Taanimausi helps the girl create a world of their own... a world full of love, beauty and hope... a world full of sunshine, woods, streams, peacocks... and a world of raw mangoes.",http://www.amolpalekar.com/kairee.htm,2000,0,0.824,False,2000-09-29,Kairee,en,,1.0,1
Khauff,232711,,Sanjay Gupta,"['Sanjay Dutt', 'Manisha Koirala', 'Raveena Tandon', 'Sharad S. Kapoor', 'Mukesh Khanna', 'Suresh Oberoi', 'Simran', 'Jaspal Bhatti', 'Farida Jalal', 'Navin Nischol']",,,0,0,"While returning home from the marriage of her friend, Ritu Pereira, Neha Verma, an air hostess, witnesses the brutal death of Superintendent of Police Jaidev Singh,...",,2000,127,1.636,False,2000-03-02,Khauff,hi,,3.7,3
Khiladi 420,304755,,Neeraj Vora,"['Akshay Kumar', 'Mahima Chaudhry', 'Antara Mali', 'Mukesh Rishi', 'Rajeev Mehta', 'Alok Nath']",,"Thriller, Comedy, Crime",0,0,"Wealthy, world-wide business-man Shyam Prasad Bharadwaj would like to get his only daughter, Rittu marry to his business-partner Dev Kumar Malhotra. But what Shyam is unaware of is Dev is not what he claims to be but merely a con-man who is in debt with local gangsters and to worsen matters he plans to do away with the entire Bharadwaj family so that he can embezzle their property and estate.",,2000,168,3.819,False,2000-12-29,Khiladi 420,hi,,5.4,10
Krodh,550571,,Ashok Honda,"['Suniel Shetty', 'Johnny Lever', 'Rambha']",,,0,0,"An overprotective brother, who wants to keep his five sisters safe from the cruel world, faces antagonism from them after they turn against him.",,2000,0,1.4,False,2000-03-10,Krodh,en,,1.5,2
